Signal Legend:

Key        Signal Name

0        = fm_demodu:fm_u4|reg_cic_data_out[20..0]
1        = AD_DB[11..0]

Data Table:

Signals-> 0      1     

sample

-1024     0      0     
-1023     0      0     
-1022     0      0     
-1021     0      0     
-1020     0      0     
-1019     0      0     
-1018     0      0     
-1017     0      0     
-1016     0      0     
-1015     0      0     
-1014     0      0     
-1013     0      0     
-1012     0      0     
-1011     0      0     
-1010     0      0     
-1009     0      0     
-1008     0      0     
-1007     0      0     
-1006     0      0     
-1005     0      0     
-1004     0      0     
-1003     0      0     
-1002     0      0     
-1001     0      0     
-1000     0      0     
-999      0      0     
-998      0      0     
-997      0      0     
-996      0      0     
-995      0      0     
-994      0      0     
-993      0      0     
-992      0      0     
-991      0      0     
-990      0      0     
-989      0      0     
-988      0      0     
-987      0      0     
-986      0      0     
-985      0      0     
-984      0      0     
-983      0      0     
-982      0      0     
-981      0      0     
-980      0      0     
-979      0      0     
-978      0      0     
-977      0      0     
-976      0      0     
-975      0      0     
-974      0      0     
-973      0      0     
-972      0      0     
-971      0      0     
-970      0      0     
-969      0      0     
-968      0      0     
-967      0      0     
-966      0      0     
-965      0      0     
-964      0      0     
-963      0      0     
-962      0      0     
-961      0      0     
-960      0      0     
-959      0      0     
-958      0      0     
-957      0      0     
-956      0      0     
-955      0      0     
-954      0      0     
-953      0      0     
-952      0      0     
-951      0      0     
-950      0      0     
-949      0      0     
-948      0      0     
-947      0      0     
-946      0      0     
-945      0      0     
-944      0      0     
-943      0      0     
-942      0      0     
-941      0      0     
-940      0      0     
-939      0      0     
-938      0      0     
-937      0      0     
-936      0      0     
-935      0      0     
-934      0      0     
-933      0      0     
-932      0      0     
-931      0      0     
-930      0      0     
-929      0      0     
-928      0      0     
-927      0      0     
-926      0      0     
-925      0      0     
-924      0      0     
-923      0      0     
-922      0      0     
-921      0      0     
-920      0      0     
-919      0      0     
-918      0      0     
-917      0      0     
-916      0      0     
-915      0      0     
-914      0      0     
-913      0      0     
-912      0      0     
-911      0      0     
-910      0      0     
-909      0      0     
-908      0      0     
-907      0      0     
-906      0      0     
-905      0      0     
